[2025-04-11T23:43:26.053+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2025-04-11T23:43:26.063+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: triphobo_etl_pipeline.scrape_attractions manual__2025-04-11T23:43:23.931280+00:00 [queued]>
[2025-04-11T23:43:26.068+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: triphobo_etl_pipeline.scrape_attractions manual__2025-04-11T23:43:23.931280+00:00 [queued]>
[2025-04-11T23:43:26.069+0000] {taskinstance.py:2866} INFO - Starting attempt 1 of 1
[2025-04-12T00:21:49.440+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 1/15: https://www.triphobo.com/places/seattle-united-states/space-needle
[2025-04-12T00:21:54.098+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 2/15: https://www.triphobo.com/places/seattle-united-states/pike-place-market
[2025-04-12T00:24:51.353+0000] {job.py:229} INFO - Heartbeat recovered after 137.87 seconds
[2025-04-12T00:25:06.935+0000] {things_to_do.py:95} ERROR - ❌ Failed to scrape https://www.triphobo.com/places/seattle-united-states/pike-place-market: Page.goto: Timeout 60000ms exceeded.
Call log:
  - navigating to "https://www.triphobo.com/places/seattle-united-states/pike-place-market", waiting until "load"

[2025-04-12T00:25:06.938+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 3/15: https://www.triphobo.com/places/seattle-united-states/sky-view-observatory
[2025-04-12T00:25:12.223+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 4/15: https://www.triphobo.com/places/seattle-united-states/chihuly-garden-and-glass
[2025-04-12T00:25:16.601+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 5/15: https://www.triphobo.com/places/seattle-united-states/hiram-m-chittenden-locks
[2025-04-12T00:26:04.979+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 6/15: https://www.triphobo.com/places/seattle-united-states/university-of-washington
[2025-04-12T00:26:09.412+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 7/15: https://www.triphobo.com/places/seattle-united-states/emp-museum
[2025-04-12T00:26:13.202+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 8/15: https://www.triphobo.com/places/seattle-united-states/museum-of-history-and-industry
[2025-04-12T00:26:17.510+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 9/15: https://www.triphobo.com/places/seattle-united-states/woodland-park-zoo
[2025-04-12T00:26:49.150+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 10/15: https://www.triphobo.com/places/seattle-united-states/seattle-aquarium
[2025-04-12T00:26:54.704+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 11/15: https://www.triphobo.com/places/seattle-united-states/the-seattle-waterfront-or-central-waterfront
[2025-04-12T00:27:00.368+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 12/15: https://www.triphobo.com/places/seattle-united-states/pacific-science-center
[2025-04-12T00:27:05.817+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 13/15: https://www.triphobo.com/places/seattle-united-states/wing-luke-museum
[2025-04-12T00:27:10.845+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 14/15: https://www.triphobo.com/places/seattle-united-states/smith-tower
[2025-04-12T00:27:15.902+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 15/15: https://www.triphobo.com/places/seattle-united-states/old-stove-brewing-co
[2025-04-12T00:27:20.123+0000] {things_to_do.py:83} INFO - 🌐 Scraping page 2: https://www.triphobo.com/places/seattle-united-states/things-to-do?page=2
[2025-04-12T00:27:24.568+0000] {things_to_do.py:86} INFO - 📄 Found 10 attraction links
[2025-04-12T00:27:24.569+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 1/10: https://www.triphobo.com/places/seattle-united-states/statue-of-lenin
[2025-04-12T00:27:29.355+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 2/10: https://www.triphobo.com/places/seattle-united-states/seattle-antiques-market
[2025-04-12T00:27:34.163+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 3/10: https://www.triphobo.com/places/seattle-united-states/university-village
[2025-04-12T00:27:39.332+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 4/10: https://www.triphobo.com/places/seattle-united-states/seattle-art-museum
[2025-04-12T00:27:43.340+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 5/10: https://www.triphobo.com/places/seattle-united-states/seattle-asian-art-museum
[2025-04-12T00:27:47.338+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 6/10: https://www.triphobo.com/places/seattle-united-states/ballard-farmers-market
[2025-04-12T00:27:52.392+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 7/10: https://www.triphobo.com/places/seattle-united-states/westfield-southcentre
[2025-04-12T00:27:57.576+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 8/10: https://www.triphobo.com/places/seattle-united-states/nordic-heritage-museum
[2025-04-12T00:28:02.762+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 9/10: https://www.triphobo.com/places/seattle-united-states/elliott-bay-waterfront
[2025-04-12T00:28:07.016+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 10/10: https://www.triphobo.com/places/seattle-united-states/burke-museum-of-natural-history-and-culture
[2025-04-12T00:28:11.015+0000] {things_to_do.py:83} INFO - 🌐 Scraping page 3: https://www.triphobo.com/places/seattle-united-states/things-to-do?page=3
[2025-04-12T00:28:15.611+0000] {things_to_do.py:86} INFO - 📄 Found 14 attraction links
[2025-04-12T00:28:15.611+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 1/14: https://www.triphobo.com/places/seattle-united-states/copperworks-distilling-company
[2025-04-12T00:28:19.703+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 2/14: https://www.triphobo.com/places/seattle-united-states/gas-works-park
[2025-04-12T00:28:23.962+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 3/14: https://www.triphobo.com/places/seattle-united-states/chinatown-international-district
[2025-04-12T00:28:29.236+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 4/14: https://www.triphobo.com/places/seattle-united-states/westlake-center
[2025-04-12T00:28:33.292+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 5/14: https://www.triphobo.com/places/seattle-united-states/bill-and-melinda-gates-foundation-visitor-centre
[2025-04-12T00:28:37.382+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 6/14: https://www.triphobo.com/places/seattle-united-states/nordstrom-downtown-seattle
[2025-04-12T00:28:42.343+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 7/14: https://www.triphobo.com/places/seattle-united-states/safeco-field
[2025-04-12T00:28:47.710+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 8/14: https://www.triphobo.com/places/seattle-united-states/century-link-field
[2025-04-12T00:28:52.158+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 9/14: https://www.triphobo.com/places/seattle-united-states/green-lake-park
[2025-04-12T00:28:56.769+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 10/14: https://www.triphobo.com/places/seattle-united-states/pike-place-fish-market
[2025-04-12T00:29:01.096+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 11/14: https://www.triphobo.com/places/seattle-united-states/seattle-waterfall-garden
[2025-04-12T00:29:05.532+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 12/14: https://www.triphobo.com/places/seattle-united-states/paramount-theatre
[2025-04-12T00:29:10.994+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 13/14: https://www.triphobo.com/places/seattle-united-states/key-arena
[2025-04-12T00:29:15.586+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 14/14: https://www.triphobo.com/places/seattle-united-states/the-unity-museum
[2025-04-12T00:29:19.856+0000] {things_to_do.py:83} INFO - 🌐 Scraping page 4: https://www.triphobo.com/places/seattle-united-states/things-to-do?page=4
[2025-04-12T00:29:24.198+0000] {things_to_do.py:86} INFO - 📄 Found 14 attraction links
[2025-04-12T00:29:24.198+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 1/14: https://www.triphobo.com/places/seattle-united-states/lake-view-cemetery
[2025-04-12T00:29:28.899+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 2/14: https://www.triphobo.com/places/seattle-united-states/westland-distillery
[2025-04-12T00:29:34.351+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 3/14: https://www.triphobo.com/places/seattle-united-states/occidental-park
[2025-04-12T00:29:39.832+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 4/14: https://www.triphobo.com/places/seattle-united-states/magnuson-park
[2025-04-12T00:29:44.253+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 5/14: https://www.triphobo.com/places/seattle-united-states/edmonds-underwater-park
[2025-04-12T00:29:49.416+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 6/14: https://www.triphobo.com/places/seattle-united-states/fremont-mischief
[2025-04-12T00:29:53.816+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 7/14: https://www.triphobo.com/places/seattle-united-states/milepost-31
[2025-04-12T00:29:58.027+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 8/14: https://www.triphobo.com/places/seattle-united-states/act-theatre
[2025-04-12T00:30:02.330+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 9/14: https://www.triphobo.com/places/seattle-united-states/schooner-exact-brewing-company
[2025-04-12T00:30:14.983+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 10/14: https://www.triphobo.com/places/seattle-united-states/georgetown-steam-plant
[2025-04-12T00:30:19.800+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 11/14: https://www.triphobo.com/places/seattle-united-states/daybreak-star-cultural-center
[2025-04-12T00:30:24.505+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 12/14: https://www.triphobo.com/places/seattle-united-states/madrona-park
[2025-04-12T00:30:29.599+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 13/14: https://www.triphobo.com/places/seattle-united-states/freeway-park
[2025-04-12T00:30:34.485+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 14/14: https://www.triphobo.com/places/seattle-united-states/alki-point-lighthouse
[2025-04-12T00:30:38.487+0000] {things_to_do.py:83} INFO - 🌐 Scraping page 5: https://www.triphobo.com/places/seattle-united-states/things-to-do?page=5
[2025-04-12T00:30:43.656+0000] {things_to_do.py:86} INFO - 📄 Found 12 attraction links
[2025-04-12T00:30:43.656+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 1/12: https://www.triphobo.com/places/seattle-united-states/seattle-chinese-garden
[2025-04-12T00:30:48.553+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 2/12: https://www.triphobo.com/places/seattle-united-states/museum-of-communications
[2025-04-12T00:30:53.146+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 3/12: https://www.triphobo.com/places/seattle-united-states/lake-union
[2025-04-12T00:30:57.837+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 4/12: https://www.triphobo.com/places/seattle-united-states/wallingford-center
[2025-04-12T00:31:01.955+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 5/12: https://www.triphobo.com/places/seattle-united-states/holocaust-center-for-humanity
[2025-04-12T00:31:06.998+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 6/12: https://www.triphobo.com/places/seattle-united-states/matthews-beach-park
[2025-04-12T00:31:11.659+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 7/12: https://www.triphobo.com/places/seattle-united-states/maritime-pacific-brewing-company
[2025-04-12T00:31:16.026+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 8/12: https://www.triphobo.com/places/seattle-united-states/cal-anderson-park
[2025-04-12T00:31:21.718+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 9/12: https://www.triphobo.com/places/seattle-united-states/dunn-gardens
[2025-04-12T00:31:27.166+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 10/12: https://www.triphobo.com/places/seattle-united-states/oxbow-park
[2025-04-12T00:31:31.672+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 11/12: https://www.triphobo.com/places/seattle-united-states/ye-olde-curiosity-shop
[2025-04-12T00:31:37.530+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 12/12: https://www.triphobo.com/places/seattle-united-states/full-tilt
[2025-04-12T00:31:41.717+0000] {things_to_do.py:83} INFO - 🌐 Scraping page 6: https://www.triphobo.com/places/seattle-united-states/things-to-do?page=6
[2025-04-12T00:31:46.118+0000] {things_to_do.py:86} INFO - 📄 Found 15 attraction links
[2025-04-12T00:31:46.118+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 1/15: https://www.triphobo.com/places/seattle-united-states/seattle-pinball-museum
[2025-04-12T00:31:51.513+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 2/15: https://www.triphobo.com/places/seattle-united-states/seattle-ferry
[2025-04-12T00:31:56.816+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 3/15: https://www.triphobo.com/places/seattle-united-states/argosy-cruises
[2025-04-12T00:32:00.506+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 4/15: https://www.triphobo.com/places/seattle-united-states/boeing-field
[2025-04-12T00:32:05.144+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 5/15: https://www.triphobo.com/places/seattle-united-states/kenmore-air-harbor-spb-airport
[2025-04-12T00:32:09.343+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 6/15: https://www.triphobo.com/place/adda/59773fae5840d43f54000b6a
[2025-04-12T00:32:14.101+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 7/15: https://www.triphobo.com/places/seattle-united-states/meerkat-exhibit
[2025-04-12T00:32:18.309+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 8/15: https://www.triphobo.com/places/seattle-united-states/historic-carousel
[2025-04-12T00:32:24.467+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 9/15: https://www.triphobo.com/places/seattle-united-states/artisan-aquatics
[2025-04-12T00:32:28.649+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 10/15: https://www.triphobo.com/places/seattle-united-states/hartford-library
[2025-04-12T00:32:32.962+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 11/15: https://www.triphobo.com/places/seattle-united-states/nw-african-american-museum
[2025-04-12T00:32:37.193+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 12/15: https://www.triphobo.com/places/seattle-united-states/the-poster-museum
[2025-04-12T00:32:42.387+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 13/15: https://www.triphobo.com/places/seattle-united-states/childhaven-lake-city-branch
[2025-04-12T00:32:47.049+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 14/15: https://www.triphobo.com/places/seattle-united-states/seattle-city-library
[2025-04-12T00:32:52.323+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 15/15: https://www.triphobo.com/places/seattle-united-states/noaa-art-walk
[2025-04-12T00:32:57.428+0000] {things_to_do.py:83} INFO - 🌐 Scraping page 7: https://www.triphobo.com/places/seattle-united-states/things-to-do?page=7
[2025-04-12T00:33:01.683+0000] {things_to_do.py:86} INFO - 📄 Found 13 attraction links
[2025-04-12T00:33:01.683+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 1/13: https://www.triphobo.com/places/seattle-united-states/umojafest-heritage-center
[2025-04-12T00:33:06.151+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 2/13: https://www.triphobo.com/places/seattle-united-states/dorothy-stimson-bullitt-library
[2025-04-12T00:33:10.304+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 3/13: https://www.triphobo.com/places/seattle-united-states/save-our-knees-wood-floor-for-nordic-heritage-museum-auditorium
[2025-04-12T00:33:14.381+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 4/13: https://www.triphobo.com/places/seattle-united-states/seattle-aquarium-society
[2025-04-12T00:33:19.666+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 5/13: https://www.triphobo.com/places/seattle-united-states/instructional-resources-center-lb
[2025-04-12T00:33:23.742+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 6/13: https://www.triphobo.com/places/seattle-united-states/seattle-great-wheel
[2025-04-12T00:33:28.693+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 7/13: https://www.triphobo.com/places/seattle-united-states/olympic-sculpture-park
[2025-04-12T00:33:33.003+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 8/13: https://www.triphobo.com/places/seattle-united-states/myrtle-edwards-park
[2025-04-12T00:33:37.168+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 9/13: https://www.triphobo.com/places/seattle-united-states/kerry-park
[2025-04-12T00:33:41.263+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 10/13: https://www.triphobo.com/places/seattle-united-states/discovery-park
[2025-04-12T00:33:45.593+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 11/13: https://www.triphobo.com/places/seattle-united-states/pioneer-square
[2025-04-12T00:33:49.785+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 12/13: https://www.triphobo.com/places/seattle-united-states/starbucks
[2025-04-12T00:33:57.804+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 13/13: https://www.triphobo.com/places/seattle-united-states/pure-food-fish-market
[2025-04-12T00:34:02.076+0000] {things_to_do.py:83} INFO - 🌐 Scraping page 8: https://www.triphobo.com/places/seattle-united-states/things-to-do?page=8
[2025-04-12T00:34:06.916+0000] {things_to_do.py:86} INFO - 📄 Found 15 attraction links
[2025-04-12T00:34:06.917+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 1/15: https://www.triphobo.com/places/seattle-united-states/ballard-sunday-farmers-market
[2025-04-12T00:34:11.113+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 2/15: https://www.triphobo.com/places/seattle-united-states/bitterroot-bbq
[2025-04-12T00:34:16.600+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 3/15: https://www.triphobo.com/places/seattle-united-states/mt-st-helens
[2025-04-12T00:34:20.970+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 4/15: https://www.triphobo.com/places/seattle-united-states/portland-rose-gardens
[2025-04-12T00:34:25.606+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 5/15: https://www.triphobo.com/places/seattle-united-states/lloyd-center-ice-rink
[2025-04-12T00:34:30.673+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 6/15: https://www.triphobo.com/places/seattle-united-states/starbucks-reserve-roastery-tasting-room
[2025-04-12T00:34:34.346+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 7/15: https://www.triphobo.com/places/seattle-united-states/bill-speidel-s-underground-tour
[2025-04-12T00:34:39.485+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 8/15: https://www.triphobo.com/places/seattle-united-states/crab-pot-restaurant
[2025-04-12T00:34:43.629+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 9/15: https://www.triphobo.com/places/seattle-united-states/ballard
[2025-04-12T00:34:48.213+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 10/15: https://www.triphobo.com/places/seattle-united-states/bathtub-gin-co
[2025-04-12T00:34:52.433+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 11/15: https://www.triphobo.com/places/seattle-united-states/serious-pie-biscuit
[2025-04-12T00:34:56.889+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 12/15: https://www.triphobo.com/places/seattle-united-states/the-blarney-stone-pub-and-restaurant
[2025-04-12T00:35:02.449+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 13/15: https://www.triphobo.com/places/seattle-united-states/ballard-locks-fish-ladder
[2025-04-12T00:35:06.086+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 14/15: https://www.triphobo.com/places/seattle-united-states/brandon-lee-and-bruce-lee-s-grave-site
[2025-04-12T00:35:10.928+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 15/15: https://www.triphobo.com/places/seattle-united-states/boeing-everett-factory
[2025-04-12T00:35:18.269+0000] {things_to_do.py:83} INFO - 🌐 Scraping page 9: https://www.triphobo.com/places/seattle-united-states/things-to-do?page=9
[2025-04-12T00:35:22.896+0000] {things_to_do.py:86} INFO - 📄 Found 15 attraction links
[2025-04-12T00:35:22.897+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 1/15: https://www.triphobo.com/places/seattle-united-states/red-roof-inn-seattle-airport-seatac
[2025-04-12T00:35:29.210+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 2/15: https://www.triphobo.com/places/seattle-united-states/din-tai-fung
[2025-04-12T00:35:33.475+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 3/15: https://www.triphobo.com/places/seattle-united-states/elysian-capitol-hill-brewery
[2025-04-12T00:35:37.958+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 4/15: https://www.triphobo.com/places/seattle-united-states/green-tortoise-hostel
[2025-04-12T00:35:42.020+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 5/15: https://www.triphobo.com/places/seattle-united-states/experience-music-project
[2025-04-12T00:35:46.181+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 6/15: https://www.triphobo.com/places/seattle-united-states/fremont
[2025-04-12T00:35:50.328+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 7/15: https://www.triphobo.com/places/seattle-united-states/lower-coal-creek-trail-east-trailhead
[2025-04-12T00:35:57.024+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 8/15: https://www.triphobo.com/places/seattle-united-states/new-la-hacienda-motel
[2025-04-12T00:36:01.182+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 9/15: https://www.triphobo.com/places/seattle-united-states/university-district-farmers-market
[2025-04-12T00:36:05.490+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 10/15: https://www.triphobo.com/places/seattle-united-states/crystal-mountain
[2025-04-12T00:36:09.484+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 11/15: https://www.triphobo.com/places/seattle-united-states/university-inn-a-piece-of-pineapple-hospitality
[2025-04-12T00:36:14.503+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 12/15: https://www.triphobo.com/places/seattle-united-states/fishermen-s-terminal
[2025-04-12T00:36:21.201+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 13/15: https://www.triphobo.com/places/seattle-united-states/blewett-pass
[2025-04-12T00:36:25.342+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 14/15: https://www.triphobo.com/places/seattle-united-states/der-ritterhof
[2025-04-12T00:36:29.371+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 15/15: https://www.triphobo.com/places/seattle-united-states/bill-melinda-gates-foundation
[2025-04-12T00:36:33.552+0000] {things_to_do.py:83} INFO - 🌐 Scraping page 10: https://www.triphobo.com/places/seattle-united-states/things-to-do?page=10
[2025-04-12T00:36:39.134+0000] {things_to_do.py:86} INFO - 📄 Found 15 attraction links
[2025-04-12T00:36:39.137+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 1/15: https://www.triphobo.com/places/seattle-united-states/hello-robin
[2025-04-12T00:36:43.412+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 2/15: https://www.triphobo.com/places/seattle-united-states/honeyhole-sandwiches
[2025-04-12T00:36:47.395+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 3/15: https://www.triphobo.com/places/seattle-united-states/americana-restaurant
[2025-04-12T00:36:51.370+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 4/15: https://www.triphobo.com/places/seattle-united-states/the-crumpet-shop
[2025-04-12T00:36:55.338+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 5/15: https://www.triphobo.com/places/seattle-united-states/seattle-waterfront
[2025-04-12T00:36:59.341+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 6/15: https://www.triphobo.com/places/seattle-united-states/victrola-coffee-roasters
[2025-04-12T00:37:04.643+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 7/15: https://www.triphobo.com/places/seattle-united-states/the-westin-seattle
[2025-04-12T00:37:09.691+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 8/15: https://www.triphobo.com/places/seattle-united-states/worldmark-seattle-the-camlin
[2025-04-12T00:37:14.946+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 9/15: https://www.triphobo.com/places/seattle-united-states/macrina-bakery-queen-anne
[2025-04-12T00:37:19.055+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 10/15: https://www.triphobo.com/places/seattle-united-states/crumble-flake-patisserie
[2025-04-12T00:37:24.363+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 11/15: https://www.triphobo.com/places/seattle-united-states/whole-foods-market
[2025-04-12T00:37:28.742+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 12/15: https://www.triphobo.com/places/seattle-united-states/the-upstairs
[2025-04-12T00:37:32.808+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 13/15: https://www.triphobo.com/places/seattle-united-states/portage-bay-cafe
[2025-04-12T00:37:37.169+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 14/15: https://www.triphobo.com/places/seattle-united-states/needle-thread
[2025-04-12T00:37:41.237+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 15/15: https://www.triphobo.com/places/seattle-united-states/belltown
[2025-04-12T00:37:45.318+0000] {things_to_do.py:79} INFO - 📍 Scraping city: Las Vegas United States
[2025-04-12T00:37:45.318+0000] {things_to_do.py:83} INFO - 🌐 Scraping page 1: https://www.triphobo.com/places/las-vegas-united-states/things-to-do?page=1
[2025-04-12T00:37:51.152+0000] {things_to_do.py:86} INFO - 📄 Found 15 attraction links
[2025-04-12T00:37:51.153+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 1/15: https://www.triphobo.com/places/las-vegas-united-states/fremont-street-experience
[2025-04-12T00:37:56.254+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 2/15: https://www.triphobo.com/places/las-vegas-united-states/fountains-of-bellagio
[2025-04-12T00:38:00.264+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 3/15: https://www.triphobo.com/places/las-vegas-united-states/fremont-street
[2025-04-12T00:38:04.495+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 4/15: https://www.triphobo.com/places/las-vegas-united-states/luxor-hotel-and-casino
[2025-04-12T00:38:08.480+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 5/15: https://www.triphobo.com/places/las-vegas-united-states/red-rock-canyon-national-conservation-area
[2025-04-12T00:38:13.247+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 6/15: https://www.triphobo.com/places/las-vegas-united-states/encore
[2025-04-12T00:38:18.377+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 7/15: https://www.triphobo.com/places/las-vegas-united-states/beatleshow-orchestra
[2025-04-12T00:38:23.503+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 8/15: https://www.triphobo.com/places/las-vegas-united-states/the-venetian
[2025-04-12T00:38:27.571+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 9/15: https://www.triphobo.com/places/las-vegas-united-states/mount-charleston
[2025-04-12T00:38:31.861+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 10/15: https://www.triphobo.com/places/las-vegas-united-states/the-strip
[2025-04-12T00:38:36.117+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 11/15: https://www.triphobo.com/places/las-vegas-united-states/atomic-testing-museum
[2025-04-12T00:38:41.169+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 12/15: https://www.triphobo.com/places/las-vegas-united-states/golden-nugget
[2025-04-12T00:38:46.595+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 13/15: https://www.triphobo.com/places/las-vegas-united-states/circus-circus-las-vegas-hotel-and-casino
